% time	cellId	IMSI	frame	sframe	RNTI	mcsTb1	sizeTb1	mcsTb2	sizeTb2	ccId
0.793	1	4	80	4	3	28	2196	0	0	0
0.794	1	9	80	5	4	28	2196	0	0	0
0.795	1	7	80	6	9	28	2196	0	0	0
0.796	1	2	80	7	10	28	2196	0	0	0
0.797	1	10	80	8	11	28	2196	0	0	0
0.798	1	1	80	9	12	28	2196	0	0	0
0.799	1	5	80	10	15	28	2196	0	0	0
0.8	1	8	81	1	16	28	2196	0	0	0
0.801	1	6	81	2	1	28	2196	0	0	0
0.802	1	3	81	3	2	28	2196	0	0	0
0.803	1	4	81	4	3	28	2196	0	0	0
0.804	1	9	81	5	4	28	2196	0	0	0
0.805	1	7	81	6	9	28	2196	0	0	0
0.806	1	2	81	7	10	28	2196	0	0	0
0.807	1	10	81	8	11	28	2196	0	0	0
0.808	1	1	81	9	12	28	2196	0	0	0
0.809	1	5	81	10	15	28	2196	0	0	0
0.81	1	8	82	1	16	28	2196	0	0	0
0.811	1	6	82	2	1	28	2196	0	0	0
0.812	1	3	82	3	2	28	2196	0	0	0
0.813	1	4	82	4	3	28	2196	0	0	0
0.814	1	9	82	5	4	28	2196	0	0	0
0.815	1	7	82	6	9	28	2196	0	0	0
0.816	1	2	82	7	10	28	2196	0	0	0
0.817	1	10	82	8	11	28	2196	0	0	0
0.818	1	1	82	9	12	28	2196	0	0	0
0.819	1	5	82	10	15	28	2196	0	0	0
0.82	1	8	83	1	16	28	2196	0	0	0
0.821	1	6	83	2	1	28	2196	0	0	0
0.822	1	3	83	3	2	28	2196	0	0	0
0.823	1	4	83	4	3	28	2196	0	0	0
0.824	1	9	83	5	4	28	2196	0	0	0
0.825	1	7	83	6	9	28	2196	0	0	0
0.826	1	2	83	7	10	28	2196	0	0	0
0.827	1	10	83	8	11	28	2196	0	0	0
0.828	1	1	83	9	12	28	2196	0	0	0
0.829	1	5	83	10	15	28	2196	0	0	0
0.83	1	8	84	1	16	28	2196	0	0	0
0.831	1	6	84	2	1	28	2196	0	0	0
0.832	1	3	84	3	2	28	2196	0	0	0
0.833	1	4	84	4	3	28	2196	0	0	0
0.834	1	9	84	5	4	28	2196	0	0	0
0.835	1	7	84	6	9	28	2196	0	0	0
0.836	1	2	84	7	10	28	2196	0	0	0
0.837	1	10	84	8	11	28	2196	0	0	0
0.838	1	1	84	9	12	28	2196	0	0	0
0.839	1	5	84	10	15	28	2196	0	0	0
0.84	1	8	85	1	16	28	2196	0	0	0
0.841	1	6	85	2	1	28	2196	0	0	0
0.842	1	3	85	3	2	28	2196	0	0	0
0.843	1	4	85	4	3	28	2196	0	0	0
0.844	1	9	85	5	4	28	2196	0	0	0
0.845	1	7	85	6	9	28	2196	0	0	0
0.846	1	2	85	7	10	28	2196	0	0	0
0.847	1	10	85	8	11	28	2196	0	0	0
0.848	1	1	85	9	12	28	2196	0	0	0
0.849	1	5	85	10	15	28	2196	0	0	0
0.85	1	8	86	1	16	28	2196	0	0	0
0.851	1	6	86	2	1	28	2196	0	0	0
0.852	1	3	86	3	2	28	2196	0	0	0
0.853	1	4	86	4	3	28	2196	0	0	0
0.854	1	9	86	5	4	28	2196	0	0	0
0.855	1	7	86	6	9	28	2196	0	0	0
0.856	1	2	86	7	10	28	2196	0	0	0
0.857	1	10	86	8	11	28	2196	0	0	0
0.858	1	1	86	9	12	28	2196	0	0	0
0.859	1	5	86	10	15	28	2196	0	0	0
0.86	1	8	87	1	16	28	2196	0	0	0
0.861	1	6	87	2	1	28	2196	0	0	0
0.862	1	3	87	3	2	28	2196	0	0	0
0.863	1	4	87	4	3	28	2196	0	0	0
0.864	1	9	87	5	4	28	2196	0	0	0
0.865	1	7	87	6	9	28	2196	0	0	0
0.866	1	2	87	7	10	28	2196	0	0	0
0.867	1	10	87	8	11	28	2196	0	0	0
0.868	1	1	87	9	12	28	2196	0	0	0
0.869	1	5	87	10	15	28	2196	0	0	0
0.87	1	8	88	1	16	28	2196	0	0	0
0.871	1	6	88	2	1	28	2196	0	0	0
0.872	1	3	88	3	2	28	2196	0	0	0
0.873	1	4	88	4	3	28	2196	0	0	0
0.874	1	9	88	5	4	28	2196	0	0	0
0.875	1	7	88	6	9	28	2196	0	0	0
0.876	1	2	88	7	10	28	2196	0	0	0
0.877	1	10	88	8	11	28	2196	0	0	0
0.878	1	1	88	9	12	28	2196	0	0	0
0.879	1	5	88	10	15	28	2196	0	0	0
0.88	1	8	89	1	16	28	2196	0	0	0
0.881	1	6	89	2	1	28	2196	0	0	0
0.882	1	3	89	3	2	28	2196	0	0	0
0.883	1	4	89	4	3	28	2196	0	0	0
0.884	1	9	89	5	4	28	2196	0	0	0
0.885	1	7	89	6	9	28	2196	0	0	0
0.886	1	2	89	7	10	28	2196	0	0	0
0.887	1	10	89	8	11	28	2196	0	0	0
0.888	1	1	89	9	12	28	2196	0	0	0
0.889	1	5	89	10	15	28	2196	0	0	0
0.89	1	8	90	1	16	28	2196	0	0	0
0.891	1	6	90	2	1	28	2196	0	0	0
0.892	1	3	90	3	2	28	2196	0	0	0
0.893	1	4	90	4	3	28	2196	0	0	0
0.894	1	9	90	5	4	28	2196	0	0	0
0.895	1	7	90	6	9	28	2196	0	0	0
0.896	1	2	90	7	10	28	2196	0	0	0
0.897	1	10	90	8	11	28	2196	0	0	0
0.898	1	1	90	9	12	28	2196	0	0	0
0.899	1	5	90	10	15	28	2196	0	0	0
0.9	1	8	91	1	16	28	2196	0	0	0
0.901	1	6	91	2	1	28	2196	0	0	0
0.902	1	3	91	3	2	28	2196	0	0	0
0.903	1	4	91	4	3	28	2196	0	0	0
0.904	1	9	91	5	4	28	2196	0	0	0
0.905	1	7	91	6	9	28	2196	0	0	0
0.906	1	2	91	7	10	28	2196	0	0	0
0.907	1	10	91	8	11	28	2196	0	0	0
0.908	1	1	91	9	12	28	2196	0	0	0
0.909	1	5	91	10	15	28	2196	0	0	0
0.91	1	8	92	1	16	28	2196	0	0	0
0.911	1	6	92	2	1	28	2196	0	0	0
0.912	1	3	92	3	2	28	2196	0	0	0
0.913	1	4	92	4	3	28	2196	0	0	0
0.914	1	9	92	5	4	28	2196	0	0	0
0.915	1	7	92	6	9	28	2196	0	0	0
0.916	1	2	92	7	10	28	2196	0	0	0
0.917	1	10	92	8	11	28	2196	0	0	0
0.918	1	1	92	9	12	28	2196	0	0	0
0.919	1	5	92	10	15	28	2196	0	0	0
0.92	1	8	93	1	16	28	2196	0	0	0
0.921	1	6	93	2	1	28	2196	0	0	0
0.922	1	3	93	3	2	28	2196	0	0	0
0.923	1	4	93	4	3	28	2196	0	0	0
0.924	1	9	93	5	4	28	2196	0	0	0
0.925	1	7	93	6	9	28	2196	0	0	0
0.926	1	2	93	7	10	28	2196	0	0	0
0.927	1	10	93	8	11	28	2196	0	0	0
0.928	1	1	93	9	12	28	2196	0	0	0
0.929	1	5	93	10	15	28	2196	0	0	0
0.93	1	8	94	1	16	28	2196	0	0	0
0.931	1	6	94	2	1	28	2196	0	0	0
0.932	1	3	94	3	2	28	2196	0	0	0
0.933	1	4	94	4	3	28	2196	0	0	0
0.934	1	9	94	5	4	28	2196	0	0	0
0.935	1	7	94	6	9	28	2196	0	0	0
0.936	1	2	94	7	10	28	2196	0	0	0
0.937	1	10	94	8	11	28	2196	0	0	0
0.938	1	1	94	9	12	28	2196	0	0	0
0.939	1	5	94	10	15	28	2196	0	0	0
0.94	1	8	95	1	16	28	2196	0	0	0
0.941	1	6	95	2	1	28	2196	0	0	0
0.942	1	3	95	3	2	28	2196	0	0	0
0.943	1	4	95	4	3	28	2196	0	0	0
0.944	1	9	95	5	4	28	2196	0	0	0
0.945	1	7	95	6	9	28	2196	0	0	0
0.946	1	2	95	7	10	28	2196	0	0	0
0.947	1	10	95	8	11	28	2196	0	0	0
0.948	1	1	95	9	12	28	2196	0	0	0
0.949	1	5	95	10	15	28	2196	0	0	0
0.95	1	8	96	1	16	28	2196	0	0	0
0.951	1	6	96	2	1	28	2196	0	0	0
0.952	1	3	96	3	2	28	2196	0	0	0
0.953	1	4	96	4	3	28	2196	0	0	0
0.954	1	9	96	5	4	28	2196	0	0	0
0.955	1	7	96	6	9	28	2196	0	0	0
0.956	1	2	96	7	10	28	2196	0	0	0
0.957	1	10	96	8	11	28	2196	0	0	0
0.958	1	1	96	9	12	28	2196	0	0	0
0.959	1	5	96	10	15	28	2196	0	0	0
0.96	1	8	97	1	16	28	2196	0	0	0
0.961	1	6	97	2	1	28	2196	0	0	0
0.962	1	3	97	3	2	28	2196	0	0	0
0.963	1	4	97	4	3	28	2196	0	0	0
0.964	1	9	97	5	4	28	2196	0	0	0
0.965	1	7	97	6	9	28	2196	0	0	0
0.966	1	2	97	7	10	28	2196	0	0	0
0.967	1	10	97	8	11	28	2196	0	0	0
0.968	1	1	97	9	12	28	2196	0	0	0
0.969	1	5	97	10	15	28	2196	0	0	0
0.97	1	8	98	1	16	28	2196	0	0	0
0.971	1	6	98	2	1	28	2196	0	0	0
0.972	1	3	98	3	2	28	2196	0	0	0
0.973	1	4	98	4	3	28	2196	0	0	0
0.974	1	9	98	5	4	28	2196	0	0	0
0.975	1	7	98	6	9	28	2196	0	0	0
0.976	1	2	98	7	10	28	2196	0	0	0
0.977	1	10	98	8	11	28	2196	0	0	0
0.978	1	1	98	9	12	28	2196	0	0	0
0.979	1	5	98	10	15	28	2196	0	0	0
0.98	1	8	99	1	16	28	2196	0	0	0
0.981	1	6	99	2	1	28	2196	0	0	0
0.982	1	3	99	3	2	28	2196	0	0	0
0.983	1	4	99	4	3	28	2196	0	0	0
0.984	1	9	99	5	4	28	2196	0	0	0
0.985	1	7	99	6	9	28	2196	0	0	0
0.986	1	2	99	7	10	28	2196	0	0	0
0.987	1	10	99	8	11	28	2196	0	0	0
0.988	1	1	99	9	12	28	2196	0	0	0
0.989	1	5	99	10	15	28	2196	0	0	0
0.99	1	8	100	1	16	28	2196	0	0	0
0.991	1	6	100	2	1	28	2196	0	0	0
0.992	1	3	100	3	2	28	2196	0	0	0
0.993	1	4	100	4	3	28	2196	0	0	0
0.994	1	9	100	5	4	28	2196	0	0	0
0.995	1	7	100	6	9	28	2196	0	0	0
0.996	1	2	100	7	10	28	2196	0	0	0
0.997	1	10	100	8	11	28	2196	0	0	0
0.998	1	1	100	9	12	28	2196	0	0	0
0.999	1	5	100	10	15	28	2196	0	0	0
1	1	8	101	1	16	28	2196	0	0	0
1.001	1	6	101	2	1	28	2196	0	0	0
1.002	1	3	101	3	2	28	2196	0	0	0
1.003	1	4	101	4	3	28	2196	0	0	0
1.004	1	9	101	5	4	28	2196	0	0	0
1.005	1	7	101	6	9	28	2196	0	0	0
1.006	1	2	101	7	10	28	2196	0	0	0
1.007	1	10	101	8	11	28	2196	0	0	0
1.008	1	1	101	9	12	28	2196	0	0	0
1.009	1	5	101	10	15	28	2196	0	0	0
1.01	1	8	102	1	16	28	2196	0	0	0
1.011	1	6	102	2	1	28	2196	0	0	0
1.012	1	3	102	3	2	28	2196	0	0	0
1.013	1	4	102	4	3	28	2196	0	0	0
1.014	1	9	102	5	4	28	2196	0	0	0
1.015	1	7	102	6	9	28	2196	0	0	0
1.016	1	2	102	7	10	28	2196	0	0	0
1.017	1	10	102	8	11	28	2196	0	0	0
1.018	1	1	102	9	12	28	2196	0	0	0
1.019	1	5	102	10	15	28	2196	0	0	0
1.02	1	8	103	1	16	28	2196	0	0	0
1.021	1	6	103	2	1	28	2196	0	0	0
1.022	1	3	103	3	2	28	2196	0	0	0
1.023	1	4	103	4	3	28	2196	0	0	0
1.024	1	9	103	5	4	28	2196	0	0	0
1.025	1	7	103	6	9	28	2196	0	0	0
1.026	1	2	103	7	10	28	2196	0	0	0
1.027	1	10	103	8	11	28	2196	0	0	0
1.028	1	1	103	9	12	28	2196	0	0	0
1.029	1	5	103	10	15	28	2196	0	0	0
1.03	1	8	104	1	16	28	2196	0	0	0
1.031	1	6	104	2	1	28	2196	0	0	0
1.032	1	3	104	3	2	28	2196	0	0	0
1.033	1	4	104	4	3	28	2196	0	0	0
1.034	1	9	104	5	4	28	2196	0	0	0
1.035	1	7	104	6	9	28	2196	0	0	0
1.036	1	2	104	7	10	28	2196	0	0	0
1.037	1	10	104	8	11	28	2196	0	0	0
1.038	1	1	104	9	12	28	2196	0	0	0
1.039	1	5	104	10	15	28	2196	0	0	0
1.04	1	8	105	1	16	28	2196	0	0	0
1.041	1	6	105	2	1	28	2196	0	0	0
1.042	1	3	105	3	2	28	2196	0	0	0
1.043	1	4	105	4	3	28	2196	0	0	0
1.044	1	9	105	5	4	28	2196	0	0	0
1.045	1	7	105	6	9	28	2196	0	0	0
1.046	1	2	105	7	10	28	2196	0	0	0
1.047	1	10	105	8	11	28	2196	0	0	0
1.048	1	1	105	9	12	28	2196	0	0	0
1.049	1	5	105	10	15	28	2196	0	0	0
